Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Ao no Exorcist: Genkoku no Labyrinth;PSP;2012.00;Action;Namco Bandai Games;0;0;0.04;0
Wii Play: Motion;Wii;2011.00;Misc;Nintendo;0.24;0.43;0.18;0.09
Horse Life;DS;2007.00;Simulation;Game Life;0.09;0.02;0;0.01
WWE SmackDown vs. Raw 2009;PS3;2008.00;Fighting;THQ;0.51;0.31;0.01;0.13
Kororinpa: Marble Mania;Wii;2006.00;Puzzle;Nintendo;0.08;0.02;0.03;0.01
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!;DS;2010.00;Misc;Namco Bandai Games;0;0;0.02;0
Mount & Blade: Warband;PC;2010.00;Role-Playing;Paradox Interactive;0.01;0.01;0;0
The Elder Scrolls III: Morrowind;XB;2002.00;Role-Playing;Ubisoft;2.09;0.63;0.03;0.11
The Price is Right: Decades;X360;2011.00;Misc;Ubisoft;0.11;0;0;0.01
Baldur's Gate: Dark Alliance;PS2;2001.00;Role-Playing;Virgin Interactive;0.61;0.48;0;0.16
Unreal Tournament 2003;PC;2002.00;Shooter;Atari;0;0.01;0;0
You Don't Know Jack;X360;2011.00;Misc;THQ;0.19;0;0;0.01
NBA Showtime: NBA on NBC;N64;1999.00;Sports;Midway Games;0.23;0.02;0;0
Kamen Rider: Dragon Knight;DS;2009.00;Fighting;D3Publisher;0.05;0;0;0
Best Of Tests;DS;2008.00;Puzzle;Conspiracy Entertainment;0.01;0;0;0
Hiiro no Kakera: Shin Tamayori Hime Denshou Portable;PSP;2010.00;Adventure;Idea Factory;0;0;0.01;0
WWE '13;Wii;2012.00;Action;THQ;0.12;0.02;0;0.01
Aliens vs Predator: Requiem;PSP;2007.00;Action;Vivendi Games;0.03;0.12;0;0.07
Assetto Corsa;PS4;2016.00;Racing;505 Games;0;0.04;0;0.01
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life;PS;2003.00;Misc;Sony Computer Entertainment;0.23;0.15;0;0.03
Aliens vs Predator;PS3;2010.00;Shooter;Sega;0.41;0.47;0;0.18
NCAA Final Four 2002;PS2;2001.00;Sports;Sony Computer Entertainment;0.15;0.12;0;0.04
Atelier Shallie Plus: Alchemists of the Dusk Sea;PSV;2016.00;Role-Playing;Tecmo Koei;0;0;0.03;0
Shining Force EXA;PS2;2007.00;Role-Playing;Sega;0;0;0.1;0
Sesame Street: Cookie's Counting Carnival;DS;2010.00;Misc;Warner Bros. Interactive Entertainment;0.26;0;0;0.02
World Snooker Championship 2007;X360;2007.00;Sports;Sega;0;0.01;0;0
Just Dance 4;X360;2012.00;Misc;Ubisoft;0.9;0.2;0;0.08
NBA Jam Tournament Edition;GEN;1994.00;Sports;Acclaim Entertainment;0.95;0.14;0;0.03
Imagine: Ice Champions;DS;2007.00;Sports;Spike;0.15;0;0;0.01
Guitar Freaks & DrumMania: Masterpiece Gold;PS2;2007.00;Simulation;Konami Digital Entertainment;0;0;0.02;0
FIFA Soccer 2005;PS2;2004.00;Sports;Electronic Arts;0.58;2.48;0.04;0.59
Bad Boys: Miami Takedown;PS2;2004.00;Shooter;Empire Interactive;0.56;0.44;0;0.15
Alien Monster Bowling League;Wii;2009.00;Sports;Destineer;0.09;0;0;0.01
Bratz: Rock Angelz;GC;2005.00;Misc;THQ;0.16;0.04;0;0.01
The Oregon Trail;Wii;2011.00;Simulation;Crave Entertainment;0.15;0;0;0.01
Airborne Troops: Countdown to D-Day;PS2;2005.00;Shooter;Playlogic Game Factory;0.06;0.05;0;0.02
I Spy: Universe;DS;2010.00;Puzzle;Scholastic Inc.;0.13;0;0;0.01
The House of the Dead 2;DC;1998.00;Shooter;Sega;0;0;0.26;0
Littlest Pet Shop: Country Friends;DS;2009.00;Simulation;Electronic Arts;0.23;0;0;0.02
Raiden Fighters Aces;X360;2008.00;Shooter;Valcon Games;0.06;0.03;0;0.01
Gundam Battle Assault;PS;1998.00;Fighting;Namco Bandai Games;0.13;0.09;0;0.02
Toki no Kizuna: Sekigahara Kitan;PSP;2012.00;Action;Idea Factory;0;0;0.04;0
.hack//Mutation Part 2;PS2;2002.00;Role-Playing;Atari;0.23;0.18;0.2;0.06
Paws & Claws: Pet Resort;Wii;2009.00;Simulation;THQ;0.1;0;0;0.01
SPRay;Wii;2008.00;Action;Tecmo Koei;0.04;0;0;0
Romance of the Three Kingdoms XII;WiiU;2012.00;Strategy;Tecmo Koei;0;0;0.02;0
Hail to the Chimp;X360;2008.00;Misc;Gamecock;0.05;0;0;0
Guitar Hero: Van Halen;PS3;2009.00;Misc;Activision;0.14;0.09;0;0.04
Ashes Cricket 2009;Wii;2009.00;Sports;Codemasters;0;0.23;0;0.01
Star Wars: Obi-Wan;XB;2001.00;Action;Activision;0.52;0.16;0;0.02
God Hand;PS2;2006.00;Action;Capcom;0;0;0.07;0
The Walking Dead: Season Two;X360;2014.00;Adventure;Telltale Games;0.04;0.07;0;0.01
Inazuma Eleven 3;DS;2010.00;Role-Playing;Level 5;0;0;0.93;0
Starsky & Hutch;PS2;2003.00;Racing;Empire Interactive;0.45;0.35;0;0.12
The Book of Unwritten Tales 2;PS4;2015.00;Adventure;Nordic Games;0;0.06;0;0.01
Looney Tunes Racing;PS;2000.00;Racing;Infogrames;0.16;0.11;0;0.02
Blue's Clues: Blue's Big Musical;PS;2001.00;Misc;THQ;0.28;0.19;0;0.03
Armored Core: Last Raven Portable;PSP;2010.00;Simulation;From Software;0;0;0.03;0
Space Chimps;PS2;2008.00;Platform;Brash Entertainment;0.06;0.05;0;0.02
Pro Yakyuu Netsu Star 2006;PS2;2006.00;Sports;Namco Bandai Games;0;0;0.14;0
Burnout;XB;2002.00;Racing;Acclaim Entertainment;0.09;0.03;0;0
Universal Studios Theme Parks Adventure;GC;2001.00;Misc;Kemco;0.08;0.02;0;0
Battle Stadium D.O.N;PS2;2006.00;Fighting;Namco Bandai Games;0;0;0.15;0
JASF: Jane's Advanced Strike Fighters;PC;2011.00;Simulation;Deep Silver;0.02;0.01;0;0
Tom Clancy's Splinter Cell: Chaos Theory;GC;2005.00;Action;Ubisoft;0.08;0.02;0;0
NHL Hitz 20-03;XB;2002.00;Sports;Midway Games;0.08;0.02;0;0
SkullMonkeys;PS;1998.00;Platform;DreamWorks Interactive;0.07;0.05;0;0.01
Chibi-Robo! Plug into Adventure!;GC;2005.00;Adventure;Nintendo;0.23;0.06;0.09;0.01
Sengoku Cyber: Fujimaru Jigokuhen;PS;1995.00;Strategy;Sony Computer Entertainment;0;0;0.11;0.01
How to Train Your Dragon 2;WiiU;2014.00;Adventure;Little Orbit;0.04;0.05;0;0.01
Speed Racer: The Videogame;Wii;2008.00;Racing;Warner Bros. Interactive Entertainment;0.36;0.02;0;0.03
Need for Speed: Shift;X360;2009.00;Racing;Electronic Arts;0.73;0.97;0.01;0.22
All-Star Baseball 2003;PS2;2002.00;Sports;Acclaim Entertainment;0.38;0.29;0;0.1
Revolution: 25th Anniversary Collection;PC;2016.00;Adventure;Koch Media;0;0.02;0;0
World Soccer Winning Eleven 7 International (JP version);PS2;2004.00;Sports;Konami Digital Entertainment;0;0;0.54;0
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~;PS2;2006.00;Adventure;Konami Digital Entertainment;0;0;0.03;0
Quick Yoga Training;DS;2008.00;Misc;Ubisoft;0.13;0;0;0.01
Need for Speed: Most Wanted;GC;2005.00;Racing;Electronic Arts;0.43;0.11;0;0.02
Pirates: Hunt For Blackbeard's Booty;Wii;2008.00;Adventure;Activision;0.08;0.08;0;0.02
Tony Hawk's Pro Skater 2;PS;2000.00;Sports;Activision;3.05;1.41;0.02;0.2
The Lord of the Rings: Aragorn's Quest;PSP;2010.00;Action;Warner Bros. Interactive Entertainment;0.07;0.02;0;0.02
Let's Dance with Mel B;Wii;2011.00;Sports;Black Bean Games;0;0.02;0;0
Tony Hawk's Pro Skater 3;PS;2001.00;Sports;Activision;1.09;0.49;0.02;0.07
NHL 2003;PS2;2002.00;Sports;Electronic Arts;0.46;0.36;0;0.12
Pop'n Music 13 Carnival;PS2;2006.00;Simulation;Konami Digital Entertainment;0;0;0.03;0
The Legend of Zelda: The Wind Waker;GC;2002.00;Action;Nintendo;2.6;0.99;0.89;0.13
Gravity Rush Remastered;PS4;2015.00;Action;Sony Computer Entertainment;0.02;0.05;0.04;0.01
Kirby's Dream Collection: Special Edition;Wii;2012.00;Action;Nintendo;0.34;0;0.33;0.02
Myst;PSP;2006.00;Adventure;Midway Games;0;0.01;0;0
Kaboom!;2600;1980.00;Misc;Activision;1.07;0.07;0;0.01
Greg Hastings' Tournament Paintball Max'd;PS2;2006.00;Shooter;Activision;0.01;0;0;0
Star Wars: Battlefront;XB;2004.00;Shooter;Activision;1.24;0.45;0;0.07
Tales of the Abyss;PS2;2005.00;Role-Playing;Namco Bandai Games;0;0;0.57;0
Dragon Quest Builders: Revive Alefgard;PS4;2016.00;Role-Playing;Square Enix;0;0;0.22;0
Puzzler World 2;DS;2010.00;Puzzle;Ubisoft;0.02;0.07;0;0.02
Titanfall;PC;2014.00;Shooter;Electronic Arts;0.21;0.3;0;0.07
"Steins;Gate";PS3;2012.00;Adventure;PQube;0.01;0.04;0.02;0.01
Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!;PS3;2014.00;Fighting;Namco Bandai Games;0;0;0.01;0
Jurassic Park: Operation Genesis;XB;2003.00;Simulation;Konami Digital Entertainment;0.05;0.01;0;0
Alien;2600;1981.00;Action;20th Century Fox Video Games;0.74;0.04;0;0.01
F.E.A.R. 2: Project Origin;PS3;2009.00;Shooter;Warner Bros. Interactive Entertainment;0.19;0.21;0.01;0.08
Super Sentai Battle: Ranger Cross;Wii;2011.00;Action;Namco Bandai Games;0;0;0.08;0
Lemony Snicket's A Series of Unfortunate Events;PS2;2004.00;Platform;Activision;0.31;0.24;0;0.08
Earth Defense Force: Insect Armageddon;X360;2011.00;Shooter;D3Publisher;0.1;0.05;0.03;0.01
Chevrolet Camaro: Wild Ride;DS;2010.00;Racing;Storm City Games;0.02;0;0;0
Ford Bold Moves Street Racing;PSP;2006.00;Racing;Xplosiv;0.04;0;0;0
Agatha Christie: The ABC Murders;PC;2016.00;Adventure;Microids;0;0.02;0;0
Dragon's Lair Trilogy;Wii;2010.00;Adventure;Destineer;0.15;0;0;0.01
Dragon Ball Z: Budokai 2;PS2;2003.00;Fighting;Atari;1.63;0.22;0.51;0.06
The Witcher: Enhanced Edition;PC;2008.00;Role-Playing;Atari;0.32;0.01;0;0
Pimp My Ride;X360;2006.00;Racing;Activision;0.1;0.01;0;0.01
Foto Showdown;DS;2010.00;Role-Playing;Unknown;0.03;0;0;0
Nayuta no Kiseki;PSP;2012.00;Action;Nihon Falcom Corporation;0;0;0.14;0
Chaotic: Shadow Warriors;DS;2009.00;Action;Activision;0.17;0;0;0.01
Tak: The Great Juju Challenge;GC;2005.00;Platform;THQ;0.12;0.03;0;0
Rugby 2005;PS2;2005.00;Sports;Electronic Arts;0.04;0.03;0;0.01
SAW;PS3;2009.00;Action;Konami Digital Entertainment;0.13;0.17;0;0.07
Tomb Raider III: Adventures of Lara Croft;PS;1997.00;Action;Eidos Interactive;1.66;1.58;0.12;0.18
NCAA Football 09 All-Play;Wii;2008.00;Sports;Electronic Arts;0.16;0;0;0.01
Ty the Tasmanian Tiger 3: Night of the Quinkan;PS2;2005.00;Action;Activision;0.09;0.07;0;0.02
The LEGO Movie Videogame;3DS;2014.00;Action;Warner Bros. Interactive Entertainment;0.28;0.31;0.05;0.05
Natural Doctrine;PS3;2014.00;Role-Playing;Nippon Ichi Software;0.03;0.01;0.01;0.01
Kung Fu Panda;Wii;2008.00;Action;Activision;0.5;0.32;0;0.09
FIFA Soccer 11;X360;2010.00;Sports;Electronic Arts;0.71;2.4;0.02;0.4
MotorStorm RC;PSV;2012.00;Racing;Sony Computer Entertainment;0;0.05;0;0.02
Fear Effect;PS;1998.00;Action;Eidos Interactive;0.4;0.27;0;0.05
Winning Post 4 Maximum;PS2;2000.00;Sports;Tecmo Koei;0;0;0.06;0
TimeSplitters;PS2;2000.00;Shooter;Eidos Interactive;0.21;0.17;0;0.06
Bakugan: Battle Brawlers;PS2;2009.00;Action;Activision;0.21;0.16;0;0.05
Daisy Fuentes Pilates;Wii;2009.00;Sports;505 Games;0.17;0.06;0;0.02
MySims Collection;Wii;2010.00;Misc;Electronic Arts;0.13;0;0;0.01
Sengoku Basara 4: Sumeragi;PS3;2015.00;Action;Capcom;0;0;0.09;0
Thunder Force VI;PS2;2008.00;Shooter;Sega;0;0;0.02;0
Need For Speed: Undercover;X360;2008.00;Racing;Electronic Arts;0.79;0.71;0.01;0.18
Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta;PSP;2009.00;Action;Irem Software Engineering;0;0;0.07;0
Silent Scope;PS2;2000.00;Shooter;Konami Digital Entertainment;0.19;0.15;0;0.05
Street Fighter EX3;PS2;2000.00;Fighting;Virgin Interactive;0.32;0.25;0.2;0.08
Mobile Suit Gundam: Encounters in Space;PS2;2003.00;Simulation;Namco Bandai Games;0.05;0.04;0.61;0.01
Colin McRae Rally 2005;XB;2004.00;Racing;Codemasters;0.04;0.01;0;0
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B;DS;2007.00;Misc;Namco Bandai Games;0;0;0.12;0
MegaTagmension Blanc + Neptune VS Zombies;PSV;2015.00;Action;Idea Factory International;0.02;0.03;0.05;0.01
Guilty Gear XX Accent Core Plus;PS2;2008.00;Fighting;PQube;0.03;0.02;0;0.01
International Superstar Soccer 2000 (JP weekly sales);N64;1999.00;Sports;Konami Digital Entertainment;0;0;0.18;0
FIFA Soccer 2005;GC;2004.00;Sports;Electronic Arts;0.11;0.03;0;0
Street Hoops;XB;2002.00;Sports;Activision;0.21;0.06;0;0.01
Darksiders;PC;2010.00;Action;THQ;0.07;0.06;0;0.02
Disney's Meet the Robinsons;Wii;2007.00;Action;Disney Interactive Studios;0.17;0;0;0.01
Jikkyou Powerful Pro Yakyuu 2009;PS2;2009.00;Sports;Konami Digital Entertainment;0;0;0.15;0
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training;3DS;2012.00;Action;Nintendo;0;0;0.27;0
Pro Evolution Soccer 2008;X360;2007.00;Sports;Konami Digital Entertainment;0.08;0.9;0.04;0.05
Pokemon Art Academy;3DS;2014.00;Misc;Nintendo;0.18;0.12;0.16;0.03
Rally Cross 2;PS;1998.00;Racing;989 Studios;0.19;0.13;0;0.02
DmC: Devil May Cry;XOne;2015.00;Action;Capcom;0.08;0.04;0;0.01
Top Gun: Firestorm Advance;GBA;2002.00;Shooter;Titus;0.07;0.02;0;0
The Godfather II;PS3;2009.00;Action;Electronic Arts;0.41;0.22;0.01;0.11
The Simpsons: Hit & Run;GC;2003.00;Racing;Vivendi Games;0.77;0.2;0;0.03
The Fairly Odd Parents: Breakin Da Rules;PS2;2003.00;Platform;THQ;0.33;0.25;0;0.09
Mobile Light Force 2;PS2;2002.00;Shooter;Taito;0.05;0.04;0;0.01
Smash Court Tennis 3;X360;2007.00;Sports;Atari;0.08;0.02;0;0.01
Viewtiful Joe: Red Hot Rumble;PSP;2006.00;Action;Capcom;0.08;0;0;0.01
Pro Yakyuu Team o Tsukurou!;SAT;1998.00;Sports;Sega;0;0;0.25;0
Need for Speed: Hot Pursuit 2;PS2;2002.00;Racing;Electronic Arts;1.68;0.31;0.02;0.09
The Settlers IV;PC;2001.00;Strategy;Blue Byte;0;0.02;0;0
Prism: Light the Way;DS;2007.00;Puzzle;Eidos Interactive;0.05;0;0;0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.;GC;2005.00;Platform;Global Star;0.04;0.01;0;0
Hello Kitty Party;DS;2007.00;Misc;Rising Star Games;0.79;0.53;0;0.13
NFL Fever 2003;XB;2002.00;Sports;Microsoft Game Studios;0.46;0.13;0;0.02
Major League Baseball Featuring Ken Griffey Jr;N64;1998.00;Sports;Nintendo;0.75;0.03;0;0.01
IL-2 Sturmovik: 1946;PC;2006.00;Simulation;Ubisoft;0;0.04;0;0.01
Red Steel;Wii;2006.00;Shooter;Ubisoft;0.55;0.04;0.04;0.05
Dragon Ball Z: Burst Limit;X360;2008.00;Fighting;Atari;0.24;0.18;0.03;0.05
WarTech: Senko no Ronde;X360;2006.00;Fighting;Ubisoft;0.04;0;0;0
Kaitou Rousseau;DS;2006.00;Action;Namco Bandai Games;0;0;0.01;0
Persona 2: Eternal Punishment;PS;2000.00;Role-Playing;Atlus;0.03;0.02;0.28;0.02
Fatal Fury: Battle Archives Volume 1;PS2;2006.00;Fighting;Ignition Entertainment;0.02;0.01;0;0
Flipnic: Ultimate Pinball;PS2;2003.00;Misc;Ubisoft;0.03;0.02;0;0.01
Macross Digital Mission VF-X;PS;1997.00;Simulation;Namco Bandai Games;0;0;0.28;0.02
FIFA Soccer;PSP;2005.00;Sports;Electronic Arts;0.11;0;0;0.01
Onechanbara Z Kagura;PS3;2013.00;Action;D3Publisher;0;0;0.03;0
Mike Tyson's Punch-Out!!;NES;1987.00;Fighting;Nintendo;2.03;0.47;0.45;0.07
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!;DS;2010.00;Action;Namco Bandai Games;0;0;0.04;0
Beastly;Wii;2011.00;Misc;Unknown;0.03;0;0;0
Sengoku Efuda Yuugi: Hototogisu Ran;PSP;2008.00;Misc;Irem Software Engineering;0;0;0.02;0
Marvel Nemesis: Rise of the Imperfects;DS;2005.00;Fighting;Electronic Arts;0.08;0;0;0.01
Brandish: The Dark Revenant;PSP;2009.00;Role-Playing;Falcom Corporation;0;0;0.02;0
Dance Central 2;X360;2011.00;Misc;Microsoft Game Studios;1.45;0.42;0.01;0.16
FaceBreaker K.O. Party;Wii;2008.00;Fighting;Electronic Arts;0.2;0.01;0;0.02
Animal Crossing: City Folk;Wii;2008.00;Simulation;Nintendo;1.87;1.12;1.32;0.37
Naruto Shippuden: Ultimate Ninja 4;PS2;2007.00;Fighting;Atari;0.26;0.01;0.13;0.26
Destiny Links;DS;2009.00;Role-Playing;Namco Bandai Games;0;0;0.01;0
Army Men: Sarge's Heroes;PS;1999.00;Action;3DO;0.31;0.21;0;0.04
Bangai-O Spirits;DS;2008.00;Shooter;D3Publisher;0.07;0;0;0.01
Backyard NFL Football '08;PS2;2007.00;Sports;Atari;0.03;0.02;0;0.01
Herbie: Fully Loaded;GBA;2005.00;Racing;Disney Interactive Studios;0.24;0.09;0;0.01
American Chopper;XB;2004.00;Racing;Zoo Digital Publishing;0.11;0.03;0;0.01
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!;DS;2008.00;Simulation;Konami Digital Entertainment;0;0;0.06;0
NHL 2K11;Wii;2010.00;Sports;Take-Two Interactive;0.24;0.02;0;0.02
Heavy Fire: Afghanistan;Wii;2011.00;Shooter;Mastiff;0.11;0;0;0.01
Toy Story 3: The Video Game;DS;2010.00;Action;Disney Interactive Studios;0.93;0.97;0.02;0.21
Way of the Samurai 2;PS2;2003.00;Action;Capcom;0.05;0.04;0.23;0.01
The Settlers II 10th Anniversary;PC;2006.00;Action;Ubisoft;0;0.02;0;0
Interactive Storybook DS Series 1;DS;2007.00;Misc;Tommo;0.06;0;0;0
Godzilla Unleashed;Wii;2007.00;Fighting;Atari;0.15;0;0;0.01
Vandal Hearts II;PS;1999.00;Strategy;Konami Digital Entertainment;0.06;0.04;0;0.01
Gray Matter;PC;2011.00;Adventure;DTP Entertainment;0.02;0.05;0;0.01
Jak and Daxter: The Lost Frontier;PS2;2009.00;Platform;Sony Computer Entertainment;0.22;0.17;0;0.06
Major League Baseball 2K10;PS2;2010.00;Sports;Take-Two Interactive;0.11;0.09;0;0.03
School Days LxH;PS2;2008.00;Adventure;Interchannel;0;0;0.02;0
Batman: Arkham City;PS3;2011.00;Action;Warner Bros. Interactive Entertainment;2.7;1.91;0.11;0.8
ESPN X-Games Pro Boarder;PS;1997.00;Sports;Sony Computer Entertainment;0.18;0.12;0;0.02
BCFX: The Black College Football Xperience, The Doug Williams Edition;X360;2009.00;Sports;Aspyr;0.15;0;0;0.01
Banjo-Kazooie;N64;1998.00;Platform;Nintendo;1.87;1.13;0.55;0.1
Secret Agent Clank;PSP;2008.00;Platform;Sony Computer Entertainment;0.04;0.03;0.04;0.02
Shining Force III: Scenario 2;SAT;1998.00;Strategy;Sega;0;0;0.05;0
Monaco Grand Prix;N64;1999.00;Racing;Ubisoft;0.03;0.01;0;0
Donkey Kong Country 3;GBA;2005.00;Platform;Nintendo;0.45;0.17;0.14;0.01
Romance of the Three Kingdoms II;SNES;1991.00;Strategy;Tecmo Koei;0;0;0.25;0
Command & Conquer 3: Kane's Wrath;PC;2008.00;Strategy;Electronic Arts;0;0.01;0;0
Sunny Garcia Surfing;PS2;2001.00;Sports;Ubisoft;0.02;0.01;0;0
New Interpretation Stranger of Sword City;PSV;2016.00;Role-Playing;Experience Inc.;0;0;0.01;0
Forsaken;PS;1998.00;Shooter;Acclaim Entertainment;0.13;0.09;0;0.02
Jikkyou Powerful Pro Yakyuu 12 Ketteiban;GC;2005.00;Sports;Konami Digital Entertainment;0;0;0.02;0
L: the proLogue to DEATH NOTE - Rasen no Wana;DS;2008.00;Adventure;Konami Digital Entertainment;0;0;0.09;0
Madden NFL 2004;GBA;2003.00;Sports;Electronic Arts;0.22;0.08;0;0.01
FaceBreaker;X360;2008.00;Fighting;Electronic Arts;0.15;0.02;0;0.02
Jim Henson's the Muppets: On With the Show!;GBA;2003.00;Action;TDK Mediactive;0.1;0.04;0;0
Totally Spies!;GBA;2005.00;Platform;Atari;0.02;0.01;0;0
Vanishing Point;PS;2001.00;Racing;Acclaim Entertainment;0.06;0.04;0;0.01
Teenage Mutant Ninja Turtles: Mutants in Manhattan;PS4;2016.00;Action;Activision;0.04;0.02;0;0.01
SpongeBob's Truth or Square (US sales);PSP;2009.00;Action;THQ;0.39;0;0;0
All-Pro Football 2K8;PS3;2007.00;Sports;Take-Two Interactive;0.14;0;0;0.01
Gintama no Sugoroku;PSP;2013.00;Action;Namco Bandai Games;0;0;0.06;0
Capcom Fighting Evolution;PS2;2004.00;Fighting;Capcom;0.1;0.08;0;0.03
Toukiden Kiwami;PS4;2015.00;Action;Tecmo Koei;0.05;0.07;0.02;0.02
X-Men: Next Dimension;PS2;2002.00;Fighting;Activision;0.23;0.18;0;0.06
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days;PS2;2010.00;Action;Russel;0;0;0.02;0
Monster Rancher Advance 2;GBA;2002.00;Simulation;Tecmo Koei;0.01;0;0;0
Myth Makers: Trixie in Toyland;Wii;2008.00;Platform;Popcorn Arcade;0.04;0;0;0
The Sims: Bustin' Out;PS2;2003.00;Simulation;Electronic Arts;1.07;1.19;0;0.18
Payday 2;XOne;2015.00;Shooter;505 Games;0.08;0.07;0;0.01
Cars 2;X360;2011.00;Racing;Disney Interactive Studios;0.28;0.17;0;0.05
Angry Birds Star Wars;Wii;2013.00;Strategy;Activision;0.21;0.1;0;0.03
Darksiders II;WiiU;2012.00;Action;THQ;0.07;0.07;0;0.01
Auto Modellista;PS2;2002.00;Racing;Capcom;0.19;0.15;0;0.05
Tales of Xillia 2;PS3;2012.00;Role-Playing;Namco Bandai Games;0.2;0.15;0.45;0.07
World Soccer Winning Eleven 5 Final Evolution;PS2;2001.00;Sports;Konami Digital Entertainment;0;0;0.45;0
Kung Fu Panda 2;DS;2011.00;Action;THQ;0.16;0.05;0;0.02
Hotel for Dogs;DS;2008.00;Simulation;505 Games;0.22;0;0;0.02
Hot Shots Golf 2;PS;1999.00;Sports;Sony Computer Entertainment;0.25;0.12;1.48;0.03
Barbie as The Island Princess;DS;2007.00;Adventure;Activision;0.28;0.01;0;0.02
pro evolution soccer 2011;PSP;2010.00;Sports;Konami Digital Entertainment;0.05;0.3;0.29;0.16
Project Setsuna;PS4;2016.00;Role-Playing;Square Enix;0;0;0.06;0
Disney's 102 Dalmatians: Puppies to the Rescue;PS;2000.00;Platform;Eidos Interactive;0.34;0.23;0;0.04
FIFA Street;PS3;2012.00;Sports;Electronic Arts;0.11;0.92;0;0.25
Dragon Quest X;3DS;2014.00;Role-Playing;Square Enix;0;0;0.17;0
Fashion Studio: Paris Collection;DS;2009.00;Misc;Ubisoft;0.13;0;0;0.01
James Cameron's Dark Angel;XB;2002.00;Action;Vivendi Games;0.05;0.02;0;0
Star Wars: Flight of the Falcon;GBA;2003.00;Action;THQ;0.25;0.09;0;0.01
Monster Jam;DS;2007.00;Racing;Activision;0.13;0;0;0.01
Crash Boom Bang!;DS;2006.00;Misc;Vivendi Games;0.07;0.01;0;0.01
Tales of the World: Radiant Mythology;PSP;2006.00;Role-Playing;Ubisoft;0.17;0.01;0.23;0.02
Imagine: Cheerleader;DS;2009.00;Simulation;Ubisoft;0.06;0;0;0
Street Fighter EX2 Plus;PS;1998.00;Fighting;Virgin Interactive;0.13;0.09;0;0.02
Yuugen Gaisha Brave Company;3DS;2011.00;Strategy;Namco Bandai Games;0;0;0.06;0
Cooking Mama: World Kitchen;Wii;2008.00;Simulation;505 Games;0.51;0.28;0.01;0.08
Pac-Man All-Stars;PS3;2011.00;Fighting;Namco Bandai Games;0.2;0.08;0.04;0.04
R.C. Pro-Am;NES;1988.00;Racing;Nintendo;1.47;0.38;0.19;0.1
Nanostray;DS;2005.00;Shooter;Majesco Entertainment;0.05;0;0;0
All Star Pro-Wrestling;PS2;2000.00;Fighting;SquareSoft;0;0;0.2;0
BlazBlue: Calamity Trigger;X360;2009.00;Fighting;PQube;0.21;0.08;0.04;0.03
One Piece: Burning Blood;PS4;2016.00;Fighting;Namco Bandai Games;0.1;0.08;0.07;0.04
Kidou Senshi Gundam 00;DS;2008.00;Action;Namco Bandai Games;0;0;0.08;0
Amazing Island;GC;2004.00;Strategy;Sega;0.04;0.01;0;0
Saki: Zenkoku-hen;PSV;2015.00;Misc;Kaga Create;0;0;0.05;0
NBA Live 09;PSP;2008.00;Sports;Electronic Arts;0.23;0.07;0.03;0.06
Demon Driver: Time to Burn Rubber!;GBA;2003.00;Racing;Ignition Entertainment;0.02;0.01;0;0
SD Gundam G Generation Seed;PS2;2004.00;Strategy;Namco Bandai Games;0;0;0.4;0
Toushin Toshi;3DS;2014.00;Role-Playing;imageepoch Inc.;0;0;0.03;0
NanoBreaker;PS2;2005.00;Action;Konami Digital Entertainment;0.03;0.02;0;0.01
Jurassic: The Hunted;PS2;2009.00;Shooter;Activision;0.07;0.06;0;0.02
MLB Power Pros 2008;Wii;2008.00;Sports;Konami Digital Entertainment;0.12;0;0.01;0.01
Cookie & Cream;DS;2007.00;Platform;505 Games;0.01;0;0;0
ArmA III;PC;2013.00;Shooter;Bohemia Interactive;0;0.1;0;0.02
Mage Knight: Destiny's Soldier;DS;2006.00;Strategy;Namco Bandai Games;0.02;0;0;0
MySims;Wii;2007.00;Simulation;Electronic Arts;0.91;0.55;0.04;0.17
Grandia III;PS2;2005.00;Role-Playing;Square Enix;0.12;0.1;0.24;0.03
Guilty Gear Xrd: Sign;PS3;2014.00;Fighting;Arc System Works;0.09;0;0.07;0.02
Archer Maclean's 3D Pool;GBA;2003.00;Misc;Crave Entertainment;0.05;0.02;0;0
Crash of the Titans;Wii;2007.00;Action;Vivendi Games;0.4;0.03;0;0.04
High Heat Major League Baseball 2004;PS2;2003.00;Sports;3DO;0.18;0.14;0;0.05
